003_vmcu accel pedal depth,003_vmcu accel pedal related,003_vmcu brake lamp,003_vmcu brake related,003_vmcu brakes on,003_vmcu d,003_vmcu n,003_vmcu p,003_vmcu r,003_vmcu real vehicle speed,003_vmcu motor actual speed rpm,000_auxillary battery voltage,000_available charge power,000_available discharge power,000_battery current,000_battery dc voltage,000_battery fan feedback,000_battery fan status,000_battery inlet temperature,000_battery max temperature,000_battery min temperature,000_battery module 01 temperature,000_battery module 02 temperature,000_battery module 03 temperature,000_battery module 04 temperature,000_battery module 05 temperature,000_bms ignition,000_bms main relay,000_cumulative charge current,000_cumulative discharge current,000_cumulative energy charged,000_cumulative energy discharged,000_drive motor speed 1,000_drive motor speed 2,000_hv_charging,000_inverter capacitor voltage,000_isolation resistance,000_maximum cell voltage,000_maximum cell voltage no_,000_minimum cell voltage,000_minimum cell voltage no_,000_normal charge port,000_operating time,000_rapid charge port,000_state of charge bms,000_airbag h/wire duty,000_battery cell voltage deviation,000_battery heater 1 temperature,000_battery heater 2 temperature,000_battery module 06 temperature,000_battery module 07 temperature,000_battery module 08 temperature,000_battery module 09 temperature,000_battery module 10 temperature,000_battery module 11 temperature,000_battery module 12 temperature,000_maximum deterioration cell no_,000_minimum deterioration,000_minimum deterioration cell no_,000_state of charge display,000_state of health,004_calc estimated time 45kw 80% charge,003_vmcu ambient temp,000_battery power,004_calc average battery module temperature,004_calc average cell voltage,created_on,MacAddress,before_parsing,latitude,longitude,gps_speed,ev_speed_kmh,accuracy,rownum
28.0%,64.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,59.51mph,6000.0rpm,14.5V,98.0kW,98.0kW,56.8A,373.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.3Ah,16376.9kWh,15898.8kWh,6000.0rpm,6000.0rpm,0.0,372.0V,1000.0kOhm,3.88V,11.0,3.88V,26.0,0.0,4227.413611111111hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,21.20344kW,23.16666666666667C,3.888541666666667V,2019-11-05 16:08:10,00:1D:A5:00:1B:86,[B@50c836,37.37819234,127.53774637,94.79019012451172,95.8111,6.432000160217285,1447
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,59.46mph,5969.0rpm,14.4V,98.0kW,98.0kW,2.9A,375.8V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.4Ah,16376.9kWh,15898.9kWh,5900.0rpm,5900.0rpm,0.0,373.0V,1000.0kOhm,3.9V,43.0,3.9V,1.0,0.0,4227.414444444445hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,1.08982kW,23.25C,3.914583333333333V,2019-11-05 16:08:13,00:1D:A5:00:1B:86,[B@b06655d,37.37837387,127.53859969,93.95741958618164,95.73060000000001,5.360000133514404,1448
25.0%,24.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,58.94mph,5945.0rpm,14.5V,98.0kW,98.0kW,51.8A,373.1V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.4Ah,16376.9kWh,15898.9kWh,5900.0rpm,5900.0rpm,0.0,371.0V,1000.0kOhm,3.88V,43.0,3.88V,82.0,0.0,4227.415277777778hours,0.0,79.5%,75.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,19.32658kW,23.16666666666667C,3.886458333333334V,2019-11-05 16:08:15,00:1D:A5:00:1B:86,[B@c6ccc56,37.37849575,127.53916233,92.91108169555665,94.8934,5.360000133514404,1449
26.5%,132.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,59.38mph,5984.0rpm,14.5V,98.0kW,98.0kW,54.7A,372.6V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.4Ah,16376.9kWh,15898.9kWh,5900.0rpm,5900.0rpm,0.0,371.0V,1000.0kOhm,3.88V,43.0,3.86V,24.0,0.0,4227.415833333334hours,0.0,79.5%,85.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,20.38122kW,23.25C,3.88125V,2019-11-05 16:08:18,00:1D:A5:00:1B:86,[B@41a87fd,37.37864656,127.54002788,95.0077880859375,95.60180000000001,4.288000106811523,1450
32.0%,190.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.05mph,6066.0rpm,14.5V,98.0kW,98.0kW,66.5A,371.7V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.4Ah,16376.9kWh,15898.9kWh,6000.0rpm,6000.0rpm,0.0,370.0V,1000.0kOhm,3.86V,31.0,3.86V,54.0,0.0,4227.416666666667hours,0.0,79.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,24.71805kW,23.16666666666667C,3.871875V,2019-11-05 16:08:21,00:1D:A5:00:1B:86,[B@1a4d677,37.37876633,127.54060378,94.81138687133789,96.6805,3.2160000801086426,1451
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.27mph,6075.0rpm,14.4V,98.0kW,98.0kW,35.2A,373.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.5Ah,16376.9kWh,15898.9kWh,6000.0rpm,6000.0rpm,0.0,372.0V,1000.0kOhm,3.88V,31.0,3.88V,26.0,0.0,4227.417222222222hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,13.14016kW,23.25C,3.888541666666667V,2019-11-05 16:08:23,00:1D:A5:00:1B:86,[B@bbdfc86,37.37893903,127.54140396,94.78866577148438,97.03470000000002,4.288000106811523,1452
24.0%,36.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,59.93mph,6034.0rpm,14.5V,98.0kW,98.0kW,56.6A,372.1V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.5Ah,16376.9kWh,15898.9kWh,6000.0rpm,6000.0rpm,0.0,370.0V,1000.0kOhm,3.88V,31.0,3.86V,24.0,0.0,4227.418055555556hours,0.0,79.0%,85.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,21.06086kW,23.16666666666667C,3.876041666666667V,2019-11-05 16:08:26,00:1D:A5:00:1B:86,[B@8ede496,37.37907854,127.54228716,96.45727615356445,96.4873,4.288000106811523,1453
31.0%,178.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.48mph,6103.0rpm,14.5V,98.0kW,98.0kW,63.4A,371.4V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,23.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.5Ah,16376.9kWh,15898.9kWh,6100.0rpm,6100.0rpm,0.0,370.0V,1000.0kOhm,3.86V,31.0,3.86V,54.0,0.0,4227.418888888889hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,23.54676kW,23.16666666666667C,3.86875V,2019-11-05 16:08:29,00:1D:A5:00:1B:86,[B@6b9e2e7,37.37917764,127.54287604,95.55576553344727,97.3728,4.288000106811523,1454
30.5%,158.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.36mph,6190.0rpm,14.5V,98.0kW,98.0kW,60.0A,371.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.6Ah,16376.9kWh,15898.9kWh,6100.0rpm,6100.0rpm,0.0,370.0V,1000.0kOhm,3.86V,31.0,3.86V,82.0,0.0,4227.419444444445hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,22.278kW,23.25C,3.867708333333333V,2019-11-05 16:08:31,00:1D:A5:00:1B:86,[B@f01a88d,37.37936836,127.54377534,98.5540168762207,98.78960000000001,4.288000106811523,1455
18.0%,8.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.63mph,6111.0rpm,14.5V,98.0kW,98.0kW,43.0A,372.4V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.6Ah,16376.9kWh,15898.9kWh,6100.0rpm,6100.0rpm,0.0,371.0V,1000.0kOhm,3.88V,31.0,3.86V,54.0,0.0,4227.420277777778hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,16.0132kW,23.16666666666667C,3.879166666666666V,2019-11-05 16:08:34,00:1D:A5:00:1B:86,[B@17a2c87,37.37954651,127.5446436,94.72461547851563,97.61430000000001,5.360000133514404,1456
24.0%,236.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.85mph,6133.0rpm,14.5V,98.0kW,98.0kW,52.0A,371.8V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.6Ah,16376.9kWh,15899.0kWh,6100.0rpm,6100.0rpm,0.0,370.0V,1000.0kOhm,3.86V,45.0,3.86V,26.0,0.0,4227.421111111111hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,83.0%,100.0%,0.0minutes,16.5C,19.3336kW,23.25C,3.872916666666667V,2019-11-05 16:08:37,00:1D:A5:00:1B:86,[B@305bcd6,37.37969804,127.54554395,97.93976440429688,97.9685,4.288000106811523,1457
26.0%,88.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.45mph,6205.0rpm,14.4V,98.0kW,98.0kW,60.6A,371.1V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.7Ah,16376.9kWh,15899.0kWh,6200.0rpm,6200.0rpm,0.0,369.0V,1000.0kOhm,3.86V,31.0,3.86V,54.0,0.0,4227.421944444444hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,22.48866kW,23.25C,3.865625V,2019-11-05 16:08:40,00:1D:A5:00:1B:86,[B@cd9727d,37.37980585,127.54615384,100.26278915405274,98.93450000000001,4.288000106811523,1458
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.96mph,6230.0rpm,14.5V,98.0kW,98.0kW,7.0A,373.9V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.7Ah,16376.9kWh,15899.0kWh,6200.0rpm,6200.0rpm,0.0,371.0V,1000.0kOhm,3.88V,11.0,3.88V,1.0,0.0,4227.4225hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,2.6173kW,23.25C,3.894791666666666V,2019-11-05 16:08:42,00:1D:A5:00:1B:86,[B@509fcf7,37.37998097,127.54704365,95.95952682495117,99.7556,4.288000106811523,1459
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.27mph,6141.0rpm,14.5V,98.0kW,98.0kW,5.3A,373.9V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.7Ah,16376.9kWh,15899.0kWh,6100.0rpm,6100.0rpm,0.0,373.0V,1000.0kOhm,3.88V,31.0,3.88V,1.0,0.0,4227.423333333333hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,1.98167kW,23.25C,3.894791666666666V,2019-11-05 16:08:45,00:1D:A5:00:1B:86,[B@91a8fc7,37.38013367,127.54793525,95.58674697875976,98.64470000000001,4.288000106811523,1460
23.0%,24.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.34mph,6084.0rpm,14.5V,98.0kW,98.0kW,46.5A,371.9V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.7Ah,16376.9kWh,15899.0kWh,6000.0rpm,6000.0rpm,0.0,370.0V,1000.0kOhm,3.86V,11.0,3.86V,56.0,0.0,4227.424166666667hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,17.29335kW,23.25C,3.873958333333333V,2019-11-05 16:08:48,00:1D:A5:00:1B:86,[B@8f45516,37.38024428,127.54851818,95.49873275756836,97.1474,4.288000106811523,1461
22.5%,204.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.71mph,6123.0rpm,14.4V,98.0kW,98.0kW,46.6A,371.7V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.8Ah,16376.9kWh,15899.0kWh,6100.0rpm,6100.0rpm,0.0,370.0V,1000.0kOhm,3.86V,75.0,3.86V,54.0,0.0,4227.424722222222hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,17.32122kW,23.25C,3.871875V,2019-11-05 16:08:50,00:1D:A5:00:1B:86,[B@2dd0926,37.38040009,127.5493938,96.20521545410156,97.74310000000001,4.288000106811523,1462
11.5%,162.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.03mph,6040.0rpm,14.5V,98.0kW,98.0kW,33.3A,372.5V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.8Ah,16376.9kWh,15899.0kWh,6000.0rpm,6000.0rpm,0.0,371.0V,1000.0kOhm,3.88V,31.0,3.86V,82.0,0.0,4227.425555555556hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,12.40425kW,23.25C,3.880208333333334V,2019-11-05 16:08:53,00:1D:A5:00:1B:86,[B@4502936,37.38057461,127.55025179,95.43167495727539,96.6483,4.288000106811523,1463
26.0%,238.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.04mph,6055.0rpm,14.4V,98.0kW,98.0kW,53.6A,371.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.8Ah,16376.9kWh,15899.0kWh,6000.0rpm,6000.0rpm,0.0,369.0V,1000.0kOhm,3.86V,31.0,3.86V,82.0,0.0,4227.426388888889hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,19.90168kW,23.25C,3.867708333333333V,2019-11-05 16:08:55,00:1D:A5:00:1B:86,[B@9ab307,37.38068769,127.55082599,94.77887420654297,96.6644,4.288000106811523,1464
31.0%,52.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.07mph,6148.0rpm,14.5V,98.0kW,98.0kW,43.0A,371.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.8Ah,16376.9kWh,15899.0kWh,6100.0rpm,6100.0rpm,0.0,372.0V,1000.0kOhm,3.86V,31.0,3.86V,84.0,0.0,4227.426944444444hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,15.9659kW,23.25C,3.867708333333333V,2019-11-05 16:08:58,00:1D:A5:00:1B:86,[B@ba331d7,37.38089037,127.55168338,96.18114852905273,98.32270000000001,6.432000160217285,1465
23.5%,192.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.33mph,6088.0rpm,14.5V,98.0kW,98.0kW,52.0A,371.3V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.9Ah,16376.9kWh,15899.0kWh,6000.0rpm,6000.0rpm,0.0,369.0V,1000.0kOhm,3.86V,43.0,3.86V,82.0,0.0,4227.427777777778hours,0.0,79.0%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,19.3076kW,23.25C,3.867708333333333V,2019-11-05 16:09:01,00:1D:A5:00:1B:86,[B@7a21166,37.38101514,127.55226047,95.72738571166992,97.13130000000001,6.432000160217285,1466
25.5%,94.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.0mph,6147.0rpm,14.5V,98.0kW,98.0kW,51.6A,371.0V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44074.9Ah,16376.9kWh,15899.1kWh,6100.0rpm,6100.0rpm,0.0,369.0V,1000.0kOhm,3.86V,45.0,3.86V,26.0,0.0,4227.428333333333hours,0.0,79.0%,75.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,19.1436kW,23.25C,3.864583333333334V,2019-11-05 16:09:03,00:1D:A5:00:1B:86,[B@4b8e176,37.38121242,127.55313258,97.50329132080078,98.21000000000001,5.360000133514404,1467
25.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.56mph,6201.0rpm,14.4V,98.0kW,98.0kW,48.2A,371.0V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,24.0C,1.0,1.0,44102.8Ah,44074.9Ah,16376.9kWh,15899.1kWh,6200.0rpm,6200.0rpm,0.0,369.0V,1000.0kOhm,3.86V,31.0,3.86V,82.0,0.0,4227.429166666667hours,0.0,78.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,17.8822kW,23.33333333333333C,3.864583333333334V,2019-11-05 16:09:06,00:1D:A5:00:1B:86,[B@3d71d86,37.38141731,127.55402958,100.08945236206056,99.11160000000001,4.288000106811523,1468
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.86mph,6134.0rpm,14.5V,98.0kW,98.0kW,22.8A,372.5V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44075.0Ah,16376.9kWh,15899.1kWh,6100.0rpm,6100.0rpm,0.0,371.0V,1000.0kOhm,3.88V,31.0,3.86V,1.0,0.0,4227.43hours,0.0,78.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.5%,100.0%,0.0minutes,16.5C,8.493kW,23.25C,3.880208333333334V,2019-11-05 16:09:09,00:1D:A5:00:1B:86,[B@bbd0517,37.38156548,127.55459932,95.91974258422852,97.9846,5.360000133514404,1469
9.5%,86.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.49mph,6098.0rpm,14.5V,98.0kW,98.0kW,30.1A,372.1V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,23.0C,1.0,1.0,44102.8Ah,44075.0Ah,16376.9kWh,15899.1kWh,6000.0rpm,6000.0rpm,0.0,371.0V,1000.0kOhm,3.86V,31.0,3.86V,1.0,0.0,4227.430555555556hours,0.0,78.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.0%,100.0%,0.0minutes,17.0C,11.20021kW,23.25C,3.876041666666667V,2019-11-05 16:09:11,00:1D:A5:00:1B:86,[B@9f2f23d,37.38179466,127.55545448,96.19159927368165,97.3889,5.360000133514404,1470
18.0%,184.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.48mph,6095.0rpm,14.5V,98.0kW,98.0kW,39.7A,371.5V,0.0Hz,0.0,22.0C,23.0C,23.0C,24.0C,24.0C,23.0C,23.0C,24.0C,1.0,1.0,44102.8Ah,44075.0Ah,16376.9kWh,15899.1kWh,6000.0rpm,6000.0rpm,0.0,370.0V,1000.0kOhm,3.86V,77.0,3.86V,82.0,0.0,4227.431388888889hours,0.0,78.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.0%,100.0%,0.0minutes,17.0C,14.74855kW,23.33333333333333C,3.869791666666667V,2019-11-05 16:09:14,00:1D:A5:00:1B:86,[B@49859b6,37.38194434,127.55602774,94.8704315185547,97.3728,5.360000133514404,1471
22.5%,180.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.92mph,6146.0rpm,14.4V,98.0kW,98.0kW,46.6A,371.1V,0.0Hz,0.0,22.0C,24.0C,23.0C,24.0C,24.0C,23.0C,23.0C,24.0C,1.0,1.0,44102.8Ah,44075.0Ah,16376.9kWh,15899.1kWh,6100.0rpm,6100.0rpm,0.0,369.0V,1000.0kOhm,3.86V,77.0,3.86V,82.0,0.0,4227.431944444445hours,0.0,78.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.0%,100.0%,0.0minutes,17.0C,17.29326kW,23.33333333333333C,3.865625V,2019-11-05 16:09:16,00:1D:A5:00:1B:86,[B@ece45c6,37.38219723,127.55689125,97.51990127563477,98.08120000000001,5.360000133514404,1472
19.5%,216.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.55mph,6103.0rpm,14.5V,98.0kW,98.0kW,40.8A,371.4V,0.0Hz,0.0,22.0C,24.0C,23.0C,24.0C,24.0C,23.0C,23.0C,24.0C,1.0,1.0,44102.8Ah,44075.0Ah,16376.9kWh,15899.1kWh,6100.0rpm,6100.0rpm,0.0,370.0V,1000.0kOhm,3.86V,43.0,3.86V,1.0,0.0,4227.432777777778hours,0.0,78.5%,75.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.0%,100.0%,0.0minutes,17.0C,15.15312kW,23.33333333333333C,3.86875V,2019-11-05 16:09:19,00:1D:A5:00:1B:86,[B@8869857,37.38241716,127.55773722,90.79335708618164,97.4855,5.360000133514404,1473
22.0%,186.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,60.89mph,6139.0rpm,14.5V,98.0kW,98.0kW,47.4A,370.9V,0.0Hz,0.0,22.0C,24.0C,23.0C,24.0C,24.0C,23.0C,23.0C,24.0C,1.0,1.0,44102.8Ah,44075.1Ah,16376.9kWh,15899.1kWh,6100.0rpm,6100.0rpm,0.0,369.0V,1000.0kOhm,3.86V,45.0,3.86V,82.0,0.0,4227.433611111112hours,0.0,78.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.0%,100.0%,0.0minutes,17.0C,17.58066kW,23.33333333333333C,3.863541666666666V,2019-11-05 16:09:22,00:1D:A5:00:1B:86,[B@681f327,37.38264539,127.55861491,98.96231002807617,98.03290000000001,4.288000106811523,1474
24.5%,130.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.45mph,6203.0rpm,14.5V,98.0kW,98.0kW,52.6A,370.5V,0.0Hz,0.0,22.0C,24.0C,23.0C,24.0C,24.0C,23.0C,23.0C,24.0C,1.0,1.0,44102.8Ah,44075.1Ah,16376.9kWh,15899.1kWh,6200.0rpm,6200.0rpm,0.0,369.0V,1000.0kOhm,3.86V,77.0,3.84V,82.0,0.0,4227.434444444444hours,0.0,78.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.0%,100.0%,0.0minutes,17.0C,19.4883kW,23.33333333333333C,3.859375V,2019-11-05 16:09:24,00:1D:A5:00:1B:86,[B@22e91f6,37.38281192,127.55919705,98.5662940979004,98.93450000000001,5.360000133514404,1475
29.5%,196.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,62.32mph,6291.0rpm,14.5V,98.0kW,98.0kW,62.5A,369.7V,0.0Hz,0.0,22.0C,24.0C,23.0C,24.0C,24.0C,23.0C,23.0C,24.0C,1.0,1.0,44102.8Ah,44075.1Ah,16376.9kWh,15899.2kWh,6300.0rpm,6300.0rpm,0.0,368.0V,1000.0kOhm,3.84V,77.0,3.84V,82.0,0.0,4227.435hours,0.0,78.5%,80.0,0.0V,0.0C,0.0C,23.0C,23.0C,23.0C,23.0C,23.0C,23.0C,24.0C,60.0,100.0%,1.0,82.0%,100.0%,0.0minutes,17.0C,23.10625kW,23.33333333333333C,3.851041666666667V,2019-11-05 16:09:27,00:1D:A5:00:1B:86,[B@b5b1a1d,37.38305285,127.56008574,102.7798324584961,100.3352,5.360000133514404,1476
